assets,assets_check,billsred,capital,cchdufrm,circulation,city,county,diff,diff1,diffA,diffL,fips,id,id_old,liabs_check,loans,name,otherassets,otherliabs,othsec,profits,surpro,totdep,ussec,year,loanAssetRatio
580618,580618,0.0,55000,90645,0.0,dryden,Tompkins,,,0.0,0.0,36109,1133,,580618,424107,first,10303,115.0,25563,13882.0,5000.0,506621,30000.0,1939,0.7304406683912659
389450,389450,0.0,50000,78808,0.0,dundee,Yates,,,0.0,0.0,36123,1134,,389450,131965,dundee,3500,0.0,124830,6267.0,7000.0,326183,50347.0,1939,0.338849659776608
3787685,3787685,0.0,225000,582909,0.0,dunkirk,Chautauqua,,,0.0,0.0,36013,1135,,3787685,392215,lake shore,131542,366.0,1336097,77267.0,105000.0,3380052,1344922.0,1939,0.10355005762094789
2834745,2834745,0.0,200000,734204,0.0,dunkirk,Chautauqua,,,0.0,0.0,36013,1136,,2834745,550327,merchants,35513,13506.0,537701,45136.0,135000.0,2441103,977000.0,1939,0.19413633325043347
1636897,1636897,0.0,100000,351178,0.0,east islip,Suffolk,,,0.0,0.0,36103,1139,,1636897,748641,first,56043,17911.0,238466,18394.0,80500.0,1420092,242569.0,1939,0.45735376141565415
432517,432517,0.0,75000,296629,0.0,east northport,Suffolk,,,0.0,0.0,36103,1140,,432517,73147,citizens,12886,419.0,2251,-17336.0,0.0,374434,47604.0,1939,0.1691193640943593
379915,379915,0.0,50000,104622,0.0,eastport,Suffolk,,,0.0,0.0,36103,1141,,379915,159395,eastport,15690,342.0,42058,8818.0,20000.0,300755,58150.0,1939,0.41955437400471157
1076654,1076654,0.0,100000,245412,0.0,east rockaway,Nassau,,,0.0,0.0,36059,1143,,1076654,553489,east rockaway nb and tc,92869,23267.0,89954,33323.0,32000.0,888064,94930.0,1939,0.5140825186178661
377594,377594,0.0,40000,72615,0.0,east setauket,Suffolk,,,0.0,0.0,36103,1144,,377594,100452,tinker,22376,0.0,98246,2546.0,2000.0,333048,83905.0,1939,0.2660317695726097
1028048,1028048,0.0,50000,517673,0.0,east williston,Nassau,,,0.0,0.0,36059,1548,,1028048,196633,williston of williston park,13908,922.0,223034,22591.0,25000.0,929535,76800.0,1939,0.1912683065382161
1401382,1401382,0.0,100000,383622,0.0,edmeston,Otsego,,,0.0,0.0,36077,1145,,1401382,278237,first,35701,2501.0,267908,27006.0,100000.0,1171875,435914.0,1939,0.1985447222812909
263494,263494,0.0,25000,33838,0.0,edwards,St Lawrence,,,0.0,0.0,36089,1146,,263494,152782,edwards,6400,22.0,54974,1695.0,23000.0,213777,15500.0,1939,0.5798310397959726
596991,596991,0.0,100000,188367,0.0,ellenville,Ulster,,,0.0,0.0,36111,1147,,596991,173833,first nb and tc,10000,370.0,115844,18804.0,100000.0,377817,108947.0,1939,0.29118194411641046
757060,757060,0.0,50000,343794,0.0,ellenville,Ulster,,,0.0,0.0,36111,1148,,757060,235111,home,54606,0.0,57349,31299.0,100000.0,575761,66200.0,1939,0.3105579478508969
912196,912196,0.0,100000,364997,0.0,elmsford,Westchester,,,0.0,0.0,36119,1151,,912196,282895,first,19025,2473.0,164142,7052.0,20000.0,782671,81137.0,1939,0.31012523624308813
1127204,1127204,0.0,125000,225817,0.0,endicott,Broome,,,0.0,0.0,36007,1152,,1127204,530181,endicott,78597,3375.0,206047,55060.0,36000.0,907769,86562.0,1939,0.4703505310485059
2154869,2154869,0.0,142750,447281,0.0,fairport,Monroe,,,0.0,0.0,36055,1154,,2154869,909721,fairport nb and tc,64037,5.0,655718,54598.0,57250.0,1900266,78112.0,1939,0.4221699787782923
1256264,1256264,0.0,100000,406045,0.0,falconer,Chautauqua,,,0.0,0.0,36013,1155,,1256264,484795,first,73139,0.0,208248,12106.0,0.0,1144158,84037.0,1939,0.3859021670604268
2424047,2424047,0.0,100000,529272,0.0,farmingdale,Nassau,,,0.0,0.0,36059,1156,,2424047,1342850,first,43089,33498.0,316173,51250.0,150000.0,2089299,192663.0,1939,0.553970281929352
300960,300960,0.0,58000,36478,0.0,fleischmanns,Delaware,,,0.0,0.0,36025,1158,,300960,162091,first,24419,11.0,12000,11324.0,7400.0,224225,65972.0,1939,0.5385798777246146
3476472,3476472,0.0,257000,489843,0.0,floral park,Nassau,,,0.0,0.0,36059,1159,,3476472,1759421,first nb and tc,164503,153122.0,614715,57557.0,91575.0,2917218,447990.0,1939,0.5060938215524244
615841,615841,0.0,50000,198833,0.0,florida,Orange,,,0.0,0.0,36071,1623,,615841,313125,nb,14820,611.0,31463,18682.0,35000.0,511548,57600.0,1939,0.5084510449937565
1505275,1505275,0.0,125000,286076,0.0,fonda,Montgomery,,,0.0,0.0,36057,1161,,1505275,130317,national mohawk river,30556,0.0,533099,16242.0,31500.0,1332533,525227.0,1939,0.08657354968361262
316325,316325,0.0,60000,60127,0.0,forestville,Chautauqua,,,0.0,0.0,36013,1162,,316325,162823,first,13068,0.0,47147,-37775.0,0.0,294100,33160.0,1939,0.5147332648383782
1205146,1205146,0.0,75000,440589,0.0,fort edward,Washington,,,0.0,0.0,36115,1163,,1205146,124444,fort edward,17170,1500.0,432971,88928.0,75000.0,964718,189972.0,1939,0.10326051781277953
3410915,3410915,0.0,200000,765572,0.0,fort plain,Montgomery,,,0.0,0.0,36057,1164,,3410915,573106,fort plain,58042,220.0,869258,97344.0,119000.0,2994351,1144937.0,1939,0.16802119079484537
1480358,1480358,0.0,265000,160905,0.0,frankfort,Herkimer,,,0.0,0.0,36043,1165,,1480358,428903,citizens first,58923,6674.0,441826,4892.0,0.0,1203792,389801.0,1939,0.2897292411700413
3208824,3208824,0.0,125000,430722,0.0,franklin square,Nassau,,,0.0,0.0,36059,1167,,3208824,2506094,franklin square,121753,306741.0,84255,36191.0,175000.0,2565892,66000.0,1939,0.7810007653894386
858177,858177,0.0,100300,154015,0.0,franklinville,Cattaraugus,,,0.0,0.0,36009,1168,,858177,302711,union,70041,4.0,239083,21247.0,39700.0,696926,92327.0,1939,0.3527372558341694
1163961,1163961,0.0,149500,778383,0.0,fredonia,Chautauqua,,,0.0,0.0,36013,1169,,1163961,242914,national,47319,0.0,4501,-5002.0,0.0,1019463,90844.0,1939,0.2086959958280389
4523153,4523153,0.0,675000,911867,0.0,freeport,Nassau,,,0.0,0.0,36059,1170,,4523153,1234510,first nb and tc,278988,12676.0,1157733,-172871.0,0.0,4008348,940055.0,1939,0.2729312937236481
1741758,1741758,0.0,225000,707045,0.0,freeport,Nassau,,,0.0,0.0,36059,1171,,1741758,406340,citizens,112571,8.0,337021,-65265.0,0.0,1582015,178781.0,1939,0.2332930292267927
710776,710776,0.0,100000,195089,0.0,friendship,Allegany,,,0.0,0.0,36003,1172,,710776,278229,union,10150,433.0,178364,12104.0,42800.0,555439,48944.0,1939,0.39144399923463935
2508192,2508192,0.0,162000,359749,0.0,fulton,Oswego,,,0.0,0.0,36075,1173,,2508192,559315,citizens nb and tc,36765,4121.0,1027767,84205.0,140000.0,2117866,524596.0,1939,0.22299528903688393
543408,543408,0.0,50000,91619,0.0,fultonville,Montgomery,,,0.0,0.0,36057,1174,,543408,118480,fultonville,21092,0.0,140736,25834.0,11600.0,455974,171481.0,1939,0.218031387097724
404393,404393,0.0,50000,65236,0.0,gainesville,Wyoming,,,0.0,0.0,36121,1175,,404393,130302,gainesville,15750,481.0,128835,-728.0,0.0,354640,64270.0,1939,0.3222162599253696
2742357,2742357,0.0,300000,460315,0.0,geneseo,Livingston,,,0.0,0.0,36051,1177,,2742357,1069271,genesee valley nb and tc,68235,0.0,624325,193681.0,16500.0,2232176,520211.0,1939,0.3899094829739527
3763232,3763232,0.0,317333,1127151,0.0,geneva,Ontario,,,0.0,0.0,36069,1178,,3763232,1829083,nb,110647,42878.0,426651,99218.0,50000.0,3253803,269700.0,1939,0.48604045671380347
1023400,1023400,0.0,100000,363869,0.0,glen cove,Nassau,,,0.0,0.0,36059,1181,,1023400,140143,first,21142,483.0,478005,34121.0,50100.0,838696,20241.0,1939,0.13693863591948408
845599,845599,0.0,50000,180298,0.0,glen head,Nassau,,,0.0,0.0,36059,1184,,845599,450488,first,10428,19179.0,119232,14319.0,30000.0,732101,85153.0,1939,0.5327442440211022
12525623,12525623,0.0,500000,1726330,0.0,glens falls,Warren,,,0.0,0.0,36113,1182,,12525623,4403749,first,352051,47716.0,1504658,640864.0,500000.0,10837043,4538835.0,1939,0.3515792388131113
8173178,8173178,0.0,584000,1719207,0.0,glens falls,Warren,,,0.0,0.0,36113,1183,,8173178,3179008,glens falls nb and tc,276854,14533.0,746667,67121.0,216000.0,7291524,2251442.0,1939,0.3889561685797128
7106431,7106431,0.0,500000,1660072,0.0,gloversville,Fulton,,,0.0,0.0,36035,1185,,7106431,2186327,city,173444,26749.0,1487635,194680.0,220000.0,6165002,1598953.0,1939,0.3076547144410464
6164697,6164697,0.0,350000,1330638,0.0,gloversville,Fulton,,,0.0,0.0,36035,1186,,6164697,2095734,fulton county nb and tc,221411,11753.0,927925,69038.0,261000.0,5472906,1588989.0,1939,0.33995734096906954
911067,911067,0.0,55000,470549,0.0,goshen,Orange,,,0.0,0.0,36071,1187,,911067,45464,goshen,10300,2200.0,195085,31985.0,55000.0,766882,189669.0,1939,0.04990192817871792
2279609,2279609,0.0,110000,1096035,0.0,goshen,Orange,,,0.0,0.0,36071,1188,,2279609,353458,nb of orange county,24246,52701.0,529806,191479.0,220000.0,1705429,276064.0,1939,0.1550520286593008
848371,848371,0.0,50000,146582,0.0,grand gorge,Delaware,,,0.0,0.0,36025,1190,,848371,271399,first,5606,4172.0,309384,62921.0,50000.0,681278,115400.0,1939,0.31990603167717896
1724595,1724595,0.0,100000,234577,0.0,granville,Washington,,,0.0,0.0,36115,1193,,1724595,706650,washington county,93556,3.0,31542,65752.0,15000.0,1543840,658270.0,1939,0.40974837570560046
1090835,1090835,0.0,50000,320405,0.0,greenport,Suffolk,,,0.0,0.0,36103,1196,,1090835,228602,first,16157,1984.0,58752,41699.0,75000.0,922152,466919.0,1939,0.2095660663620071
780997,780997,0.0,50000,202783,0.0,greenport,Suffolk,,,0.0,0.0,36103,1197,,780997,110607,peoples,14532,2353.0,156725,39407.0,75000.0,614237,296350.0,1939,0.14162282313504404
1454264,1454264,0.0,50000,414165,0.0,greenwich,Washington,,,0.0,0.0,36115,1198,,1454264,247219,first,22880,12.0,770000,157345.0,50000.0,1196907,0.0,1939,0.16999595671762485
1152097,1152097,0.0,100000,309515,0.0,groton,Tompkins,,,0.0,0.0,36109,1200,,1152097,312240,first,16795,3458.0,325905,40761.0,100000.0,907878,187642.0,1939,0.27101884650337604
580560,580560,34000.0,75250,66257,0.0,hamden,Delaware,,,0.0,0.0,36025,1201,,580560,427580,first,14865,24.0,54110,4087.0,15000.0,452199,17748.0,1939,0.7364957971613615
2161074,2161074,0.0,110000,423093,0.0,hamilton,Madison,,,0.0,0.0,36053,1202,,2161074,313260,national hamilton,20135,5506.0,745320,152005.0,110000.0,1783563,659266.0,1939,0.14495570258121657
831768,831768,0.0,100000,162943,0.0,hampton bays,Suffolk,,,0.0,0.0,36103,1204,,831768,119603,hampton bays,73467,2.0,257565,13787.0,53500.0,664479,218190.0,1939,0.14379370209000586
1373248,1373248,0.0,100000,230763,0.0,hancock,Delaware,,,0.0,0.0,36025,1205,,1373248,418735,first,21999,3001.0,548383,21213.0,100000.0,1149034,153368.0,1939,0.30492307288996595
2046886,2046886,0.0,207500,641135,0.0,harrison,Westchester,,,0.0,0.0,36119,1207,,2046886,334089,first,100596,1965.0,623047,-10128.0,0.0,1847549,348019.0,1939,0.16321817629315946
292065,292065,0.0,25000,39032,0.0,harrisville,Lewis,,,0.0,0.0,36049,1208,,292065,116748,first,11540,1817.0,81368,3101.0,8800.0,253347,43377.0,1939,0.39973293616147093
1589548,1589548,0.0,50000,656674,0.0,hartsdale,Westchester,,,0.0,0.0,36119,1209,,1589548,206236,hartsdale,84281,960.0,325299,36118.0,50000.0,1452470,317058.0,1939,0.12974505960184907
506638,506638,0.0,50000,80664,0.0,hartwick,Otsego,,,0.0,0.0,36077,1210,,506638,280238,hartwick,18824,437.0,66878,13430.0,10000.0,432771,60034.0,1939,0.5531326114503847
1904785,1904785,0.0,100000,738033,0.0,hastings on hudson,Westchester,,,0.0,0.0,36119,1211,,1904785,791598,first,146258,12735.0,190096,43297.0,100000.0,1648753,38800.0,1939,0.4155839110450786
694961,694961,0.0,100000,187481,0.0,haverstraw,Rockland,,,0.0,0.0,36087,1212,,694961,96688,nb of haverstraw and tc,37302,19.0,293091,465.0,32000.0,562477,80399.0,1939,0.1391272316000466
5601479,5601479,0.0,350000,1771975,0.0,hempstead,Nassau,,,0.0,0.0,36059,1214,,5601479,472766,second,88663,1478.0,1743785,242875.0,105000.0,4902126,1524290.0,1939,0.08440020930186475
4059925,4059925,0.0,800000,874257,0.0,herkimer,Herkimer,,,0.0,0.0,36043,1215,,4059925,1132409,first,290346,25494.0,726242,-271246.0,0.0,3505677,1036671.0,1939,0.27892362543643046
424981,424981,0.0,96390,59796,0.0,hermon,St Lawrence,,,0.0,0.0,36089,1217,,424981,221817,first,32945,0.0,96223,5111.0,6991.0,316489,14200.0,1939,0.5219456869836534
557704,557704,0.0,85000,118556,0.0,heuvelton,St Lawrence,,,0.0,0.0,36089,1218,,557704,124077,first,14200,220.0,65371,13597.0,3500.0,455387,235500.0,1939,0.22247823218051152
1299377,1299377,0.0,100000,242731,0.0,hicksville,Nassau,,,0.0,0.0,36059,1219,,1299377,726568,long island,145659,23501.0,149319,29835.0,0.0,1146041,35100.0,1939,0.5591664312974602
1702865,1702865,0.0,125000,189327,0.0,highland,Ulster,,,0.0,0.0,36111,1220,,1702865,596867,first,34656,0.0,467899,74302.0,125000.0,1378563,414116.0,1939,0.35050752702063875
827630,827630,0.0,100000,248349,0.0,hobart,Delaware,,,0.0,0.0,36025,1222,,827630,290481,nb,8057,119.0,137166,22444.0,59000.0,646067,143577.0,1939,0.3509793023452509
814364,814364,0.0,99500,145804,0.0,holcomb,Ontario,,,0.0,0.0,36069,1223,,814364,263011,hamlin,10269,0.0,313929,25869.0,30500.0,658495,81351.0,1939,0.32296491495203616
587014,587014,0.0,60000,113834,0.0,holland patent,Oneida,,,0.0,0.0,36065,1224,,587014,136490,first,9227,0.0,167984,34841.0,10000.0,482173,159479.0,1939,0.2325157491984859
1450098,1450098,0.0,139600,260404,0.0,homer,Cortland,,,0.0,0.0,36023,1225,,1450098,511460,homer,29903,210.0,383998,26419.0,40400.0,1243469,264333.0,1939,0.3527071963412128
4910883,4910883,0.0,250000,759709,0.0,hoosick falls,Rensselaer,,,0.0,0.0,36083,1227,,4910883,1036617,peoples first,129361,8072.0,1135848,53468.0,250000.0,4349343,1849348.0,1939,0.21108566422779773
3577781,3577781,0.0,200000,526627,0.0,hudson,Columbia,,,0.0,0.0,36021,1231,,3577781,670107,first nb and tc,50231,6113.0,806779,143438.0,130000.0,3098230,1524037.0,1939,0.18729681889416933
3525132,3525132,0.0,366750,774140,0.0,hudson,Columbia,,,0.0,0.0,36021,1232,,3525132,1137111,farmers,125011,19782.0,541270,92625.0,25000.0,3020975,947600.0,1939,0.3225726015366233
2008908,2008908,0.0,100000,455738,0.0,hudson falls,Washington,,,0.0,0.0,36115,1234,,2008908,561759,peoples,44359,9524.0,442452,120921.0,150000.0,1628463,504600.0,1939,0.2796340101189303
2534836,2534836,0.0,230000,762895,0.0,hudson falls,Washington,,,0.0,0.0,36115,1235,,2534836,462556,sandy hill,69154,5912.0,392253,39414.0,65000.0,2194510,847978.0,1939,0.1824796554885602
2271160,2271160,0.0,100000,707867,0.0,huntington,Suffolk,,,0.0,0.0,36103,1236,,2271160,421166,first nb and tc,30780,0.0,268067,32324.0,100000.0,2038836,843280.0,1939,0.18544092005847232
3138781,3138781,0.0,210000,668161,0.0,ilion,Herkimer,,,0.0,0.0,36043,1237,,3138781,480289,ilion nb and tc,68781,2535.0,1213044,120004.0,105000.0,2701242,708506.0,1939,0.15301768425385523
1792030,1792030,0.0,100000,378922,0.0,ilion ,Herkimer,,,0.0,0.0,36043,1238,,1792030,611328,manufacturers,48914,6482.0,549866,122500.0,60000.0,1503048,203000.0,1939,0.3411371461415266
766780,766780,0.0,75000,197085,0.0,interlaken,Seneca,,,0.0,0.0,36099,1239,,766780,321943,wheeler,17648,0.0,105229,20934.0,10000.0,660846,124875.0,1939,0.4198635853830303
1962509,1962509,0.0,149500,606281,0.0,inwood,Nassau,,,0.0,0.0,36059,1240,,1962509,942304,first,51955,0.0,167004,48533.0,47500.0,1716976,194965.0,1939,0.4801527024844217
1112092,1112092,0.0,150000,263466,0.0,irvington,Westchester,,,0.0,0.0,36119,1241,,1112092,485984,irvington nb and tc,201146,4357.0,123377,5776.0,50000.0,901959,38119.0,1939,0.43699981656193915
1698197,1698197,0.0,110000,368233,0.0,islip,Suffolk,,,0.0,0.0,36103,1242,,1698197,301588,first,63588,627.0,427098,22074.0,70000.0,1495496,537690.0,1939,0.1775930589913891
5560210,5560210,0.0,500000,727462,0.0,ithaca,Tompkins,,,0.0,0.0,36109,1243,,5560210,1174042,first,348436,1000.0,92916,72188.0,75000.0,4912022,3217354.0,1939,0.2111506579787454
8855232,8855232,0.0,200000,2017449,0.0,jamestown,Chautauqua,,,0.0,0.0,36013,1246,,8855232,1089174,first,209923,12845.0,2018722,543206.0,325000.0,7774181,3519964.0,1939,0.12299779384662085
5189506,5189506,0.0,500000,1810471,0.0,jamestown,Chautauqua,,,0.0,0.0,36013,1248,,5189506,1146883,national chautauwua co,163402,14043.0,1035434,204745.0,75000.0,4395718,1033316.0,1939,0.2210004189223406
592184,592184,0.0,25000,177668,0.0,jeffersonville,Sullivan,,,0.0,0.0,36105,1249,,592184,228699,first,20412,1.0,116353,39535.0,25000.0,502648,49052.0,1939,0.38619584453480676
392008,392008,0.0,25000,135384,0.0,jordan,Onondaga,,,0.0,0.0,36067,1250,,392008,181114,jordan,13775,0.0,46535,7268.0,25000.0,334740,15200.0,1939,0.4620160813044632
857660,857660,0.0,100000,218493,0.0,keeseville,Essex,,,0.0,0.0,36031,1251,,857660,437863,keeseville,15388,1500.0,70466,3141.0,54100.0,698919,115450.0,1939,0.5105321456054847
3509412,3509412,0.0,200000,1196532,0.0,kenmore,Erie,,,0.0,0.0,36029,1252,,3509412,821581,first,92448,15473.0,833443,76773.0,173500.0,3043666,565408.0,1939,0.2341078790407054
562581,562581,0.0,25000,223136,0.0,kerhonkson,Ulster,,,0.0,0.0,36111,1253,,562581,174024,kerhonkson,3430,1293.0,29791,29747.0,30000.0,476541,132200.0,1939,0.30933145627029707
988892,988892,0.0,100000,284532,0.0,kinderhook,Columbia,,,0.0,0.0,36021,1254,,988892,216064,national union,7559,2006.0,184090,75285.0,56000.0,755601,296647.0,1939,0.21849099800584898
1389825,1389825,0.0,200000,703712,0.0,kingston,Ulster,,,0.0,0.0,36111,1256,,1389825,485071,first nb of rondout,55267,10524.0,60675,142032.0,300000.0,737269,85100.0,1939,0.3490158832946594
1601977,1601977,0.0,150000,366372,0.0,kingston,Ulster,,,0.0,0.0,36111,1258,,1601977,492906,rondout,113150,0.0,232549,27228.0,77450.0,1347299,397000.0,1939,0.3076860654054334
4871590,4871590,0.0,150000,855107,0.0,kingston,Ulster,,,0.0,0.0,36111,1259,,4871590,1823914,state of new york,58380,7207.0,834569,114174.0,400000.0,4200209,1299620.0,1939,0.3743980917934391
955384,955384,0.0,130000,142419,0.0,lacona,Oswego,,,0.0,0.0,36075,1261,,955384,694699,first,40418,4124.0,35348,11913.0,5443.0,803904,42500.0,1939,0.7271411285933196
286675,286675,0.0,25000,63030,0.0,la fargeville,Jefferson,,,0.0,0.0,36045,1262,,286675,113922,first,5188,800.0,54723,3949.0,13500.0,243426,49812.0,1939,0.39739077352402546
559604,559604,0.0,50000,114390,0.0,lake george,Warren,,,0.0,0.0,36113,1263,,559604,250229,first,9967,11.0,77518,13241.0,75000.0,421352,107500.0,1939,0.4471537015460933
543871,543871,0.0,50000,159903,0.0,lake ronkonkoma,Suffolk,,,0.0,0.0,36103,1264,,543871,179391,nb,10598,101.0,40013,8921.0,3225.0,481624,153966.0,1939,0.32984108363931885
2126743,2126743,0.0,155000,395702,0.0,lancaster,Erie,,,0.0,0.0,36029,1265,,2126743,417921,citizens,69014,4001.0,753530,20872.0,45000.0,1901870,490576.0,1939,0.19650752347603825
2774211,2774211,0.0,100000,440815,0.0,liberty,Sullivan,,,0.0,0.0,36105,1268,,2774211,900589,nb,58921,2000.0,851280,59550.0,100000.0,2512661,522606.0,1939,0.32462887646253297
2757368,2757368,0.0,235000,757216,0.0,liberty,Sullivan,,,0.0,0.0,36105,1269,,2757368,956552,sullivan county,78775,4176.0,507654,59966.0,88000.0,2370226,457171.0,1939,0.34690763075512593
977911,977911,0.0,74250,186574,0.0,lindenhurst,Suffolk,,,0.0,0.0,36103,1270,,977911,240510,first,61301,8402.0,200068,12648.0,10000.0,872611,289458.0,1939,0.24594262668075112
283168,283168,0.0,55000,104391,0.0,lisle,Broome,,,0.0,0.0,36007,1272,,283168,82859,first,1300,901.0,72118,16898.0,30000.0,180369,22500.0,1939,0.2926142784495423
4137804,4137804,0.0,200000,872975,0.0,little falls,Herkimer,,,0.0,0.0,36043,1273,,4137804,1035579,little falls,214755,4620.0,610004,148795.0,200000.0,3584389,1404491.0,1939,0.25027260836907694
857324,857324,0.0,132800,189057,0.0,livingston manor,Sullivan,,,0.0,0.0,36105,1274,,857324,383815,livingston manor,33997,1953.0,157751,18500.0,10000.0,694071,92704.0,1939,0.44768955494072254
1075101,1075101,0.0,136000,210536,0.0,livonia,Livingston,,,0.0,0.0,36051,1275,,1075101,546656,stewart,12019,76.0,207431,-3659.0,0.0,942684,98459.0,1939,0.5084694368250052
8494530,8494530,0.0,500000,1631275,0.0,lockport,Niagara,,,0.0,0.0,36063,1276,,8494530,2495468,niagara county nb and tc,180248,24635.0,2603412,201688.0,350000.0,7418207,1584127.0,1939,0.29377352249035554
1458668,1458668,0.0,100000,581207,0.0,long beach,Nassau,,,0.0,0.0,36059,1277,,1458668,414935,national city,159460,816.0,214005,10967.0,15000.0,1331885,89061.0,1939,0.2844615772746094
1988265,1988265,0.0,180000,557333,0.0,lowville,Lewis,,,0.0,0.0,36049,1278,,1988265,323378,black river,102637,0.0,429417,37388.0,64000.0,1706877,575500.0,1939,0.1626433096191906
3505401,3505401,0.0,284250,433955,0.0,lynbrook,Nassau,,,0.0,0.0,36059,1279,,3505401,843620,lynbrook nb and tc,105846,10323.0,400663,41944.0,83000.0,3085884,1721317.0,1939,0.24066290846610702
3187933,3187933,0.0,197750,437799,0.0,lynbrook,Nassau,,,0.0,0.0,36059,1280,,3187933,1466257,peoples nb and tc,243915,3346.0,742513,66975.0,10000.0,2909862,297449.0,1939,0.4599397164244042
2028587,2028587,0.0,150000,363179,0.0,lyons,Wayne,,,0.0,0.0,36117,1282,,2028587,411110,lyons,62866,0.0,878110,44356.0,30000.0,1804231,313322.0,1939,0.20265830353837425
755488,755488,0.0,25000,254862,0.0,lyons falls,Lewis,,,0.0,0.0,36049,1283,,755488,152651,lyons falls,8381,0.0,77276,4730.0,30000.0,695758,262318.0,1939,0.2020561544326316
930391,930391,0.0,72000,239148,0.0,mahopac,Putnam,,,0.0,0.0,36079,1285,,930391,496063,mahopac,53725,16547.0,116075,44743.0,16000.0,781101,25380.0,1939,0.5331769116425245
1055237,1055237,0.0,100000,230139,0.0,malone,Franklin,,,0.0,0.0,36033,1286,,1055237,157733,citizens,5159,0.0,456984,45228.0,28000.0,882009,205222.0,1939,0.14947637355399782
2848033,2848033,0.0,150000,740839,0.0,malone,Franklin,,,0.0,0.0,36033,1287,,2848033,911113,farmers,65737,0.0,353835,96267.0,150000.0,2451766,776509.0,1939,0.3199095656546114
484276,484276,0.0,50000,79827,0.0,marathon,Cortland,,,0.0,0.0,36023,1290,,484276,279347,first,2500,0.0,62202,12787.0,23500.0,397989,60400.0,1939,0.5768342845815196
806120,806120,0.0,50000,131354,0.0,marcellus,Onondaga,,,0.0,0.0,36067,1291,,806120,509235,first,14649,1015.0,105213,15106.0,35000.0,704999,45669.0,1939,0.6317111596288394
1068208,1068208,0.0,50000,231167,0.0,margaretville,Delaware,,,0.0,0.0,36025,1292,,1068208,178285,peoples,10974,0.0,311922,39778.0,50000.0,928430,335860.0,1939,0.16690101553255546
842380,842380,0.0,75000,199080,0.0,marion,Wayne,,,0.0,0.0,36117,1294,,842380,509658,first,20863,756.0,92603,2490.0,45000.0,719134,20176.0,1939,0.605021486739951
1129163,1129163,0.0,106000,183789,0.0,marlboro,Ulster,,,0.0,0.0,36111,1295,,1129163,557276,first,66165,1622.0,146902,7126.0,18000.0,996415,175031.0,1939,0.49353016349278184
2724550,2724550,0.0,195000,976030,0.0,massena,St Lawrence,,,0.0,0.0,36089,1296,,2724550,529255,first nb and tc,111984,1575.0,599384,61361.0,55000.0,2411614,507897.0,1939,0.19425409700684518
1176316,1176316,0.0,100000,436098,0.0,mattituck,Suffolk,,,0.0,0.0,36103,1601,,1176316,444479,mattituck nb and tc,30050,3243.0,94014,20677.0,57500.0,994896,171675.0,1939,0.3778568003835704
420404,420404,10000.0,50000,64054,0.0,maybrook,Orange,,,0.0,0.0,36071,1297,,420404,126972,maybrook,7930,1200.0,181448,26646.0,60000.0,272558,40000.0,1939,0.3020237676140094
1852715,1852715,0.0,198500,330299,0.0,merrick,Nassau,,,0.0,0.0,36059,1300,,1852715,1028204,first,132545,49136.0,173601,13931.0,0.0,1591148,188066.0,1939,0.5549714877895413
490246,490246,0.0,50000,62174,0.0,mexico,Oswego,,,0.0,0.0,36075,1301,,490246,237074,first,18998,2101.0,16700,11124.0,7500.0,419521,155300.0,1939,0.483581712038446
1178188,1178188,0.0,75880,312352,0.0,middleburgh,Schoharie,,,0.0,0.0,36095,1302,,1178188,295087,first,14073,1077.0,341819,33379.0,54120.0,1013732,214857.0,1939,0.25045833092851055
450548,450548,20000.0,85000,67679,0.0,middleville,Herkimer,,,0.0,0.0,36043,1306,,450548,202695,middleville,18726,2.0,146748,-1637.0,0.0,347183,14700.0,1939,0.44988547280201
361450,361450,0.0,77500,37837,0.0,milford,Otsego,,,0.0,0.0,36077,1307,,361450,165963,milford,26467,1238.0,105556,10568.0,2500.0,269644,25627.0,1939,0.4591589431456633
1014161,1014161,0.0,100000,253854,0.0,millerton,Dutchess,,,0.0,0.0,36027,1308,,1014161,184808,millerton,15188,2511.0,236406,45192.0,50000.0,816458,323905.0,1939,0.18222747670241707
416800,416800,0.0,50000,92973,0.0,milton,Ulster,,,0.0,0.0,36111,1309,,416800,243463,first,10116,0.0,27251,9678.0,0.0,357122,42997.0,1939,0.5841242802303263
2156133,2156133,0.0,244000,444457,0.0,mineola,Nassau,,,0.0,0.0,36059,1310,,2156133,438239,first,70482,6264.0,273529,79525.0,25000.0,1801344,929426.0,1939,0.2032523040090755
1415193,1415193,0.0,124240,262863,0.0,mineola,Nassau,,,0.0,0.0,36059,1602,,1415193,450701,central,92138,9203.0,444148,42467.0,5000.0,1234283,165343.0,1939,0.31847316938396386
971122,971122,0.0,50000,149959,0.0,minoa,Onondaga,,,0.0,0.0,36067,1603,,971122,377200,first,4732,76.0,225481,34597.0,50000.0,836449,213750.0,1939,0.388416697387146
541474,541474,0.0,50000,126269,0.0,montgomery,Orange,,,0.0,0.0,36071,1612,,541474,181250,first,7700,1250.0,84455,42547.0,30000.0,417677,141800.0,1939,0.3347344470833318
3895966,3895966,0.0,100000,1737955,0.0,monticello,Sullivan,,,0.0,0.0,36105,1314,,3895966,906206,national union,136247,5.0,593700,20453.0,250000.0,3525508,521858.0,1939,0.2326011058618068
